id,student_name,URN,Maths,SESD,AIML,FSD,DVA,contest_scores,topic_wise_accuracy,time_spent_per_topic
604,Ira Kapoor,2024-B-40662006B,75,98,91,89,78,460,"{Maths:0.78,SESD:0.75,AIML:0.62,FSD:0.57,DVA:0.76}","{Maths:17.2,SESD:16.4,AIML:6.1,FSD:14.6,DVA:5.1}"
605,Ananya Nair,2024-C-77822006B,54,82,92,75,78,422,"{Maths:0.77,SESD:0.82,AIML:0.61,FSD:0.6,DVA:0.97}","{Maths:8.3,SESD:19.7,AIML:5.5,FSD:7.0,DVA:6.9}"
606,Ayaan Sharma,2024-A-11572006B,66,46,87,96,67,409,"{Maths:0.86,SESD:0.96,AIML:0.61,FSD:0.53,DVA:0.78}","{Maths:13.8,SESD:20.0,AIML:8.2,FSD:15.8,DVA:6.7}"
607,Anvi Kumar,2024-A-60302006B,74,44,41,94,58,333,"{Maths:0.74,SESD:0.9,AIML:0.64,FSD:0.7,DVA:0.5}","{Maths:8.3,SESD:7.3,AIML:18.3,FSD:11.9,DVA:15.6}"
608,Reyansh Singh,2024-A-75222006B,53,76,94,51,88,373,"{Maths:0.69,SESD:0.71,AIML:0.89,FSD:0.71,DVA:0.93}","{Maths:9.6,SESD:6.5,AIML:8.5,FSD:16.1,DVA:13.3}"
609,Aadhya Singh,2024-A-76182006B,92,66,51,68,82,396,"{Maths:0.62,SESD:0.83,AIML:0.85,FSD:0.71,DVA:0.68}","{Maths:17.3,SESD:11.9,AIML:8.6,FSD:6.2,DVA:8.9}"
610,Diya Kumar,2024-A-45572006B,54,63,97,96,57,390,"{Maths:0.76,SESD:0.94,AIML:0.92,FSD:0.53,DVA:0.74}","{Maths:13.8,SESD:11.9,AIML:9.1,FSD:7.9,DVA:9.4}"
611,Ananya Singh,2024-C-53992006B,45,56,64,41,95,324,"{Maths:0.62,SESD:0.71,AIML:0.59,FSD:0.82,DVA:0.64}","{Maths:17.1,SESD:7.8,AIML:13.5,FSD:18.3,DVA:18.7}"
612,Ira Gupta,2024-A-75702006B,96,47,92,74,53,368,"{Maths:0.6,SESD:0.94,AIML:0.96,FSD:0.68,DVA:1.0}","{Maths:5.7,SESD:10.0,AIML:6.5,FSD:8.1,DVA:9.3}"
613,Ananya Gupta,2024-B-66412006B,73,78,59,70,72,388,"{Maths:0.84,SESD:0.77,AIML:0.94,FSD:0.89,DVA:0.87}","{Maths:18.4,SESD:17.0,AIML:17.2,FSD:5.3,DVA:9.6}"
614,Anvi Verma,2024-A-85052006B,96,65,92,70,86,451,"{Maths:0.58,SESD:0.73,AIML:0.89,FSD:0.63,DVA:0.79}","{Maths:7.3,SESD:17.8,AIML:15.6,FSD:6.6,DVA:10.3}"
615,Ishaan Gupta,2024-A-87052006B,96,54,80,51,59,384,"{Maths:0.57,SESD:0.9,AIML:0.77,FSD:0.66,DVA:0.56}","{Maths:5.0,SESD:9.2,AIML:10.7,FSD:15.7,DVA:8.7}"
616,Aditya Patel,2024-A-10172006B,81,98,45,58,83,380,"{Maths:0.91,SESD:0.98,AIML:0.86,FSD:0.99,DVA:0.57}",
617,Riya Mishra,2024-B-59612006B,84,95,70,50,78,,"{Maths:0.97,SESD:0.78,AIML:0.98,FSD:0.7,DVA:0.84}","{Maths:8.7,SESD:17.6,AIML:8.5,FSD:18.4,DVA:10.1}"
618,Ananya Verma,2024-C-15322006B,70,80,164,62,85,307,"{Maths:0.9,SESD:0.73,AIML:0.93,FSD:0.73,DVA:0.96}","{Maths:8.4,SESD:13.1,AIML:9.0,FSD:12.4,DVA:16.9}"
619,Aarav Mishra,2024-C-94522006B,60,55,62,67,76,355,"{Maths:0.72,SESD:0.88,AIML:0.59,FSD:0.79,DVA:0.77}","{Maths:16.9,SESD:13.9,AIML:6.1,FSD:6.8,DVA:9.5}"
620,Pari Reddy,2024-B-50822006B,93,61,99,66,68,409,"{Maths:0.57,SESD:0.93,AIML:0.74,FSD:0.56,DVA:0.53}","{Maths:6.0,SESD:10.6,AIML:7.2,FSD:13.6,DVA:10.3}"
621,Prisha Gupta,2024-B-65032006B,93,,41,55,43,268,"{Maths:0.51,SESD:0.73,AIML:0.9,FSD:0.96,DVA:0.52}","{Maths:8.6,SESD:5.7,AIML:7.9,FSD:13.2,DVA:5.4}"
622,Prisha Kumar,2024-A-18732006B,63,41,88,42,71,352,"{Maths:0.58,SESD:0.75,AIML:0.66,FSD:0.62,DVA:0.6}","{Maths:19.5,SESD:11.4,AIML:9.6,FSD:16.4,DVA:6.7}"
623,Aditya Kapoor,2024-B-13432006B,60,92,83,68,77,425,"{Maths:0.68,SESD:0.68,AIML:0.97,FSD:0.95,DVA:0.6}","{Maths:10.8,SESD:9.6,AIML:9.5,FSD:19.1,DVA:5.2}"
624,Sai Patel,2024-C-13692006B,86,58,66,96,51,383,"{Maths:0.79,SESD:0.99,AIML:0.85,FSD:0.69,DVA:0.56}","{Maths:17.8,SESD:15.1,AIML:7.2,FSD:11.0,DVA:7.3}"
625,Riya Singh,2024-B-61452006B,47,99,49,52,73,367,"{Maths:0.53,SESD:0.6,AIML:0.93,FSD:0.76,DVA:0.88}","{Maths:15.5,SESD:7.6,AIML:12.9,FSD:16.0,DVA:13.4}"
626,Aditya Kapoor,2024-A-26872006B,67,53,79,90,70,398,"{Maths:0.54,SESD:0.58,AIML:0.71,FSD:0.65,DVA:0.64}","{Maths:17.5,SESD:12.0,AIML:15.1,FSD:19.9,DVA:18.0}"
627,Aarav Gupta,2024-A-11552006B,94,,52,-3,92,255,"{Maths:0.82,SESD:0.84,AIML:0.89,FSD:0.79,DVA:0.68}","{Maths:5.7,SESD:14.6,AIML:8.3,FSD:18.9,DVA:16.2}"
628,Ananya Mishra,2024-A-97072006B,92,48,64,52,73,335,"{Maths:0.68,SESD:0.81,AIML:0.5,FSD:0.91,DVA:0.82}",
629,Ayaan Gupta,2024-C-22192006B,63,-18,54,77,40,250,"{Maths:0.68,SESD:0.92,AIML:0.53,FSD:0.77,DVA:0.57}","{Maths:18.0,SESD:7.2,AIML:18.4,FSD:18.0,DVA:11.8}"
630,Vihaan Gupta,2024-C-45062006B,57,59,193,41,82,283,"{Maths:0.92,SESD:0.65,AIML:0.65,FSD:0.59,DVA:0.66}","{Maths:9.3,SESD:15.9,AIML:7.4,FSD:5.8,DVA:19.5}"
631,Vihaan Mishra,2024-A-54312006B,-17,68,73,83,80,342,"{Maths:0.9,SESD:0.74,AIML:0.67,FSD:0.87,DVA:0.56}","{Maths:7.2,SESD:14.8,AIML:17.6,FSD:6.7,DVA:10.1}"
632,Aadhya Reddy,2024-B-59612006B,70,56,48,53,47,287,"{Maths:0.99,SESD:0.58,AIML:0.67,FSD:0.73,DVA:0.66}","{Maths:9.2,SESD:13.0,AIML:16.5,FSD:12.2,DVA:11.7}"
633,Prisha Nair,2024-A-16642006B,54,57,41,67,48,308,"{Maths:0.87,SESD:0.51,AIML:0.92,FSD:0.93,DVA:0.61}","{Maths:13.4,SESD:6.6,AIML:6.9,FSD:6.3,DVA:13.5}"
634,Diya Kumar,2024-B-93662006B,166,61,99,46,78,289,"{Maths:0.69,SESD:0.97,AIML:0.8,FSD:0.94,DVA:0.83}","{Maths:8.8,SESD:13.8,AIML:10.3,FSD:17.6,DVA:18.4}"
635,Anvi Kapoor,2024A10042006B,75,80,45,56,65,360,"{Maths:0.65,SESD:0.81,AIML:0.66,FSD:0.96,DVA:0.59}",
636,Aditya Singh,2024-B-44452006B,198,40,169,83,90,263,"{Maths:0.53,SESD:0.59,AIML:0.56,FSD:0.53,DVA:0.96}","{Maths:12.1,SESD:16.4,AIML:10.2,FSD:14.6,DVA:12.8}"
637,Aarav Patel,2024-A-55532006B,74,42,99,71,76,407,"{Maths:0.77,SESD:0.67,AIML:0.85,FSD:0.71,DVA:0.78}","{Maths:15.9,SESD:7.5,AIML:9.7,FSD:15.2,DVA:9.3}"
638,Saanvi Patel,2024-B-74662006B,,83,65,42,71,301,"{Maths:0.91,SESD:0.82,AIML:0.6,FSD:0.86,DVA:0.95}","{Maths:7.6,SESD:17.6,AIML:17.3,FSD:10.9,DVA:9.9}"
639,Ira Patel,2024-C-64902006B,58,72,98,52,44,371,"{Maths:0.66,SESD:0.53,AIML:0.67,FSD:0.65,DVA:0.5}","{Maths:8.3,SESD:12.9,AIML:16.4,FSD:5.2,DVA:12.9}"
640,Prisha Reddy,2024-B-49432006B,88,49,45,54,98,378,"{Maths:0.98,SESD:0.68,AIML:0.74,FSD:0.98,DVA:0.96}","{Maths:7.6,SESD:7.5,AIML:14.6,FSD:9.5,DVA:15.9}"
641,Saanvi Sharma,2024-B-72102006B,92,57,94,68,67,417,"{Maths:0.5,SESD:0.99,AIML:0.95,FSD:0.96,DVA:0.78}","{Maths:18.8,SESD:9.6,AIML:14.5,FSD:7.6,DVA:18.1}"
642,Diya Sharma,2024-A-90432006B,58,62,86,73,40,365,"{Maths:0.89,SESD:0.55,AIML:0.73,FSD:0.98,DVA:0.56}","{Maths:8.1,SESD:13.6,AIML:11.5,FSD:11.7,DVA:16.3}"
643,Ananya Sharma,2024B10042006B,85,75,76,59,89,400,"{Maths:0.94,SESD:0.83,AIML:0.97,FSD:0.82,DVA:0.59}","{Maths:17.2,SESD:9.6,AIML:16.0,FSD:17.0,DVA:5.3}"
644,Sai Kumar,2024-A-33632006B,48,51,52,51,88,291,"{Maths:0.56,SESD:0.82,AIML:0.5,FSD:0.91,DVA:0.62}","{Maths:10.8,SESD:11.2,AIML:8.3,FSD:19.0,DVA:5.4}"
645,Krishna Nair,2024-A-98622006B,65,98,40,74,59,382,"{Maths:0.67,SESD:0.52,AIML:0.7,FSD:0.84,DVA:0.8}","{Maths:11.8,SESD:17.8,AIML:7.0,FSD:9.7,DVA:19.7}"
646,Diya Mishra,2024-B-24342006B,43,61,74,62,77,357,"{Maths:0.85,SESD:0.58,AIML:0.99,FSD:0.6,DVA:0.69}","{Maths:6.1,SESD:11.0,AIML:9.4,FSD:5.0,DVA:8.6}"
647,Anvi Mishra,2024-B-39802006B,62,45,80,76,40,321,"{Maths:0.64,SESD:0.9,AIML:0.72,FSD:0.92,DVA:0.76}","{Maths:9.0,SESD:10.4,AIML:11.5,FSD:13.6,DVA:17.7}"
648,Aarav Reddy,2024C10042006B,50,93,67,40,64,317,"{Maths:0.84,SESD:0.97,AIML:0.57,FSD:0.76,DVA:0.77}","{Maths:18.9,SESD:6.3,AIML:6.5,FSD:7.7,DVA:14.2}"
649,Reyansh Verma,2024-A-32882006B,45,79,76,64,52,322,"{Maths:0.99,SESD:0.86,AIML:0.9,FSD:0.59,DVA:0.83}","{Maths:6.5,SESD:17.7,AIML:10.4,FSD:7.3,DVA:10.6}"
650,Reyansh Gupta,2024-C-65132006B,60,71,75,85,81,403,"{Maths:0.97,SESD:0.64,AIML:0.76,FSD:0.94,DVA:0.5}","{Maths:5.9,SESD:19.4,AIML:10.2,FSD:9.5,DVA:14.4}"
651,Aditya Singh,2024-B-93012006B,93,96,70,81,198,361,"{Maths:0.82,SESD:0.53,AIML:0.51,FSD:0.81,DVA:0.73}","{Maths:12.6,SESD:9.4,AIML:17.5,FSD:7.0,DVA:7.4}"
652,Saanvi Reddy,2024-B-79182006B,88,80,,90,62,365,"{Maths:0.5,SESD:0.97,AIML:0.52,FSD:0.98,DVA:0.53}","{Maths:10.9,SESD:16.0,AIML:5.1,FSD:16.4,DVA:15.4}"
653,Ananya Patel,2024-A-12102006B,-5,76,85,64,93,321,"{Maths:0.74,SESD:0.9,AIML:0.79,FSD:0.94,DVA:0.95}","{Maths:19.2,SESD:8.8,AIML:13.5,FSD:14.6,DVA:19.9}"
654,Vivaan Verma,2024-A-62772006B,71,44,90,89,76,391,"{Maths:0.56,SESD:0.91,AIML:0.89,FSD:0.91,DVA:0.58}","{Maths:12.5,SESD:7.6,AIML:5.7,FSD:8.6,DVA:11.6}"
655,Aadhya Nair,2024-A-82592006B,87,89,97,69,61,412,"{Maths:0.77,SESD:0.51,AIML:0.69,FSD:0.8,DVA:0.84}",
656,Vivaan Gupta,2024-B-17162006B,45,45,78,-11,89,292,"{Maths:0.99,SESD:0.52,AIML:0.68,FSD:0.97,DVA:0.53}","{Maths:17.9,SESD:9.8,AIML:14.9,FSD:12.2,DVA:18.3}"
657,Krishna Patel,2024-C-65242006B,53,43,42,81,44,300,"{Maths:0.75,SESD:0.81,AIML:0.92,FSD:0.63,DVA:0.74}","{Maths:9.9,SESD:5.2,AIML:9.4,FSD:11.1,DVA:5.4}"
658,Pari Patel,2024-C-56922006B,80,83,86,42,90,394,"{Maths:0.75,SESD:0.81,AIML:0.99,FSD:0.72,DVA:0.76}","{Maths:19.2,SESD:7.8,AIML:16.7,FSD:9.9,DVA:9.3}"
659,Aadhya Gupta,2024-C-60342006B,-15,85,52,60,-5,234,"{Maths:0.72,SESD:0.54,AIML:0.61,FSD:0.53,DVA:0.91}","{Maths:19.2,SESD:18.6,AIML:11.7,FSD:14.8,DVA:11.1}"
660,Vihaan Verma,2024-A-76882006B,77,58,69,99,63,380,"{Maths:0.84,SESD:0.89,AIML:0.94,FSD:0.8,DVA:0.66}","{Maths:8.3,SESD:7.4,AIML:17.6,FSD:12.2,DVA:7.7}"
661,Myra Gupta,2024-B-63122006B,92,91,63,47,75,371,"{Maths:0.94,SESD:0.93,AIML:0.75,FSD:0.63,DVA:1.0}","{Maths:8.9,SESD:9.7,AIML:14.5,FSD:7.0,DVA:13.9}"
662,Aadhya Singh,2024-B-10572006B,67,,59,73,97,334,"{Maths:0.86,SESD:0.61,AIML:0.64,FSD:0.51,DVA:0.6}","{Maths:14.3,SESD:12.6,AIML:11.3,FSD:16.9,DVA:11.2}"
663,Reyansh Verma,2024-C-92162006B,71,42,53,80,57,348,"{Maths:0.53,SESD:0.94,AIML:0.53,FSD:0.63,DVA:0.95}","{Maths:11.5,SESD:6.7,AIML:15.2,FSD:17.2,DVA:10.6}"
664,Ayaan Nair,2024-A-20032006B,64,45,91,46,162,272,"{Maths:0.98,SESD:0.56,AIML:0.66,FSD:0.6,DVA:0.51}","{Maths:17.2,SESD:5.3,AIML:15.9,FSD:14.1,DVA:13.4}"
665,Ayaan Verma,2024-A-85452006B,41,41,51,62,82,278,"{Maths:0.94,SESD:0.61,AIML:0.73,FSD:0.78,DVA:0.82}","{Maths:9.6,SESD:16.5,AIML:7.1,FSD:14.6,DVA:17.2}"
666,Reyansh Gupta,2024-C-30032006B,54,96,-12,81,-1,231,"{Maths:0.53,SESD:0.78,AIML:0.71,FSD:0.83,DVA:0.81}","{Maths:5.0,SESD:16.0,AIML:12.1,FSD:17.7,DVA:5.1}"
667,Vivaan Sharma,2024-C-18852006B,55,93,41,99,43,355,"{Maths:0.67,SESD:0.51,AIML:0.51,FSD:0.96,DVA:0.93}","{Maths:6.6,SESD:10.6,AIML:8.7,FSD:13.2,DVA:12.6}"
668,Ayaan Nair,2024-C-89712006B,41,40,85,83,89,374,"{Maths:0.77,SESD:0.8,AIML:0.61,FSD:0.99,DVA:0.97}","{Maths:13.5,SESD:11.2,AIML:5.9,FSD:12.3,DVA:10.8}"
669,Vivaan Kumar,2024-A-20452006B,48,62,42,57,47,,"{Maths:0.68,SESD:0.57,AIML:0.66,FSD:1.0,DVA:0.73}","{Maths:7.9,SESD:5.1,AIML:6.9,FSD:18.9,DVA:17.5}"
670,Diya Sharma,2024-C-11672006B,75,84,68,94,-18,371,"{Maths:0.8,SESD:0.98,AIML:0.74,FSD:0.75,DVA:0.73}","{Maths:19.2,SESD:9.6,AIML:19.1,FSD:16.5,DVA:10.4}"
671,Ira Mishra,2024-B-32332006B,48,72,97,91,51,375,"{Maths:0.64,SESD:0.65,AIML:0.62,FSD:0.82,DVA:0.96}","{Maths:14.0,SESD:6.2,AIML:8.8,FSD:8.5,DVA:5.6}"
672,Sai Kapoor,2024-C-12472006B,99,66,68,63,99,430,"{Maths:0.62,SESD:0.71,AIML:0.79,FSD:0.79,DVA:0.99}","{Maths:17.0,SESD:15.8,AIML:6.2,FSD:9.0,DVA:15.9}"
673,Ishaan Reddy,2024-B-47372006B,94,91,41,94,-9,338,"{Maths:0.73,SESD:0.6,AIML:0.58,FSD:1.0,DVA:0.82}","{Maths:18.7,SESD:5.4,AIML:6.3,FSD:17.8,DVA:17.6}"
674,Pari Kumar,2024-C-25642006B,,-5,98,63,69,267,"{Maths:0.96,SESD:0.64,AIML:0.56,FSD:0.95,DVA:0.69}","{Maths:6.0,SESD:16.1,AIML:15.1,FSD:11.7,DVA:18.4}"
675,Sai Mishra,2024-B-27072006B,83,90,64,84,44,397,"{Maths:0.86,SESD:0.53,AIML:0.93,FSD:0.69,DVA:0.96}","{Maths:13.4,SESD:18.7,AIML:17.8,FSD:6.3,DVA:14.8}"
676,Prisha Verma,2024-C-58132006B,81,,82,66,60,320,"{Maths:0.93,SESD:0.58,AIML:0.81,FSD:0.6,DVA:0.8}","{Maths:6.4,SESD:6.6,AIML:6.9,FSD:19.0,DVA:9.3}"
677,Diya Singh,2024-B-96062006B,75,81,43,77,86,403,"{Maths:0.78,SESD:0.64,AIML:0.6,FSD:0.98,DVA:0.62}","{Maths:14.1,SESD:8.4,AIML:6.2,FSD:16.5,DVA:7.0}"
678,Ayaan Kumar,2024-B-99772006B,82,,59,91,56,327,"{Maths:0.63,SESD:0.73,AIML:0.59,FSD:0.58,DVA:0.87}","{Maths:14.8,SESD:9.0,AIML:11.7,FSD:10.2,DVA:15.0}"
679,Aadhya Nair,2024-B-90132006B,42,55,79,99,59,350,"{Maths:0.79,SESD:0.74,AIML:0.64,FSD:0.97,DVA:0.8}","{Maths:12.5,SESD:15.6,AIML:19.2,FSD:13.3,DVA:12.7}"
680,Aarav Singh,2024-C-20782006B,,61,65,68,75,310,"{Maths:0.66,SESD:0.78,AIML:0.65,FSD:0.69,DVA:0.52}","{Maths:6.0,SESD:9.5,AIML:19.9,FSD:15.4,DVA:13.0}"
681,Riya Kapoor,2024-C-69782006B,75,76,82,55,92,394,"{Maths:0.51,SESD:0.79,AIML:0.79,FSD:0.7,DVA:0.88}","{Maths:9.5,SESD:8.5,AIML:16.7,FSD:17.5,DVA:17.2}"
682,Aarav Kapoor,2024-C-39832006B,84,58,57,46,40,316,"{Maths:0.6,SESD:0.58,AIML:0.98,FSD:0.86,DVA:0.65}","{Maths:15.8,SESD:6.1,AIML:17.5,FSD:9.5,DVA:8.0}"
683,Diya Patel,2024-C-13972006B,86,64,76,49,96,385,"{Maths:0.91,SESD:0.85,AIML:0.88,FSD:0.9,DVA:0.81}","{Maths:13.2,SESD:6.9,AIML:17.0,FSD:6.0,DVA:6.9}"
684,Riya Gupta,2024-C-26452006B,48,79,47,59,74,335,"{Maths:0.89,SESD:0.53,AIML:0.98,FSD:0.9,DVA:0.55}","{Maths:11.0,SESD:18.4,AIML:15.1,FSD:17.9,DVA:6.0}"
685,Ananya Kapoor,2024-A-68402006B,58,59,62,89,92,396,"{Maths:0.63,SESD:0.89,AIML:0.79,FSD:0.87,DVA:0.62}","{Maths:16.7,SESD:7.0,AIML:6.5,FSD:19.3,DVA:17.9}"
686,Ishaan Nair,2024-A-77102006B,89,65,43,42,73,357,"{Maths:0.9,SESD:0.7,AIML:0.6,FSD:0.79,DVA:0.85}","{Maths:16.1,SESD:17.6,AIML:19.0,FSD:5.1,DVA:8.0}"
687,Ira Patel,2024-C-39642006B,75,85,64,82,66,395,"{Maths:0.78,SESD:0.5,AIML:0.64,FSD:0.58,DVA:0.87}","{Maths:13.2,SESD:10.5,AIML:19.2,FSD:13.8,DVA:14.2}"
688,Vihaan Nair,2024-A-41532006B,83,47,95,79,76,414,"{Maths:0.91,SESD:0.56,AIML:0.93,FSD:0.93,DVA:0.97}","{Maths:7.0,SESD:17.8,AIML:7.7,FSD:19.8,DVA:8.1}"
689,Saanvi Kumar,2024-C-44472006B,74,50,60,64,94,388,"{Maths:0.74,SESD:0.54,AIML:0.59,FSD:0.62,DVA:0.64}","{Maths:15.5,SESD:5.5,AIML:9.8,FSD:13.3,DVA:13.0}"
690,Aarav Patel,2024-B-78172006B,64,64,40,93,92,368,"{Maths:0.71,SESD:0.9,AIML:0.84,FSD:0.6,DVA:0.75}","{Maths:14.1,SESD:16.6,AIML:15.7,FSD:14.8,DVA:11.6}"
691,Saanvi Patel,2024-A-34542006B,83,46,52,77,40,326,"{Maths:0.54,SESD:0.77,AIML:0.85,FSD:0.65,DVA:0.81}","{Maths:16.2,SESD:16.0,AIML:16.4,FSD:6.8,DVA:5.8}"
692,Vihaan Reddy,2024-A-80122006B,61,-9,83,84,97,358,"{Maths:0.79,SESD:0.67,AIML:0.98,FSD:0.92,DVA:0.75}","{Maths:15.2,SESD:14.3,AIML:8.9,FSD:14.7,DVA:6.8}"
693,Vivaan Gupta,2024-B-99032006B,55,41,68,47,67,303,"{Maths:0.55,SESD:0.77,AIML:0.61,FSD:0.65,DVA:0.73}","{Maths:11.1,SESD:16.2,AIML:19.0,FSD:10.7,DVA:8.0}"
694,Saanvi Kumar,2024-C-32202006B,,99,56,55,,233,"{Maths:0.65,SESD:0.77,AIML:0.9,FSD:0.61,DVA:0.99}","{Maths:17.0,SESD:10.2,AIML:14.2,FSD:12.0,DVA:17.5}"
695,Vihaan Sharma,2024-A-72072006B,68,84,97,59,45,391,"{Maths:0.95,SESD:0.84,AIML:0.73,FSD:0.95,DVA:0.73}","{Maths:14.9,SESD:19.7,AIML:12.6,FSD:12.7,DVA:12.6}"
696,Aarav Singh,2024-C-55682006B,85,51,87,69,85,427,,"{Maths:9.3,SESD:18.1,AIML:12.7,FSD:16.3,DVA:7.3}"
697,Aadhya Singh,2024-B-54832006B,87,56,45,44,45,299,"{Maths:0.69,SESD:0.93,AIML:0.79,FSD:0.78,DVA:1.0}","{Maths:15.3,SESD:18.6,AIML:18.0,FSD:15.3,DVA:12.9}"
698,Arjun Kumar,2024-B-43802006B,65,,78,74,68,312,"{Maths:0.84,SESD:0.79,AIML:0.97,FSD:0.6,DVA:0.91}","{Maths:9.8,SESD:10.0,AIML:17.8,FSD:17.8,DVA:7.9}"
699,Saanvi Gupta,2024-A-63312006B,79,99,80,59,68,402,"{Maths:0.69,SESD:0.99,AIML:0.99,FSD:0.7,DVA:0.65}","{Maths:5.5,SESD:8.1,AIML:14.7,FSD:14.8,DVA:12.8}"
700,Ira Verma,2024-A-21032006B,99,78,81,94,67,457,"{Maths:0.65,SESD:0.92,AIML:0.85,FSD:0.86,DVA:0.54}","{Maths:14.5,SESD:9.4,AIML:10.7,FSD:9.6,DVA:12.7}"
701,Diya Mishra,2024-C-58662006B,89,94,187,48,89,369,"{Maths:0.62,SESD:0.99,AIML:0.54,FSD:0.58,DVA:0.94}","{Maths:18.1,SESD:17.2,AIML:19.6,FSD:6.1,DVA:19.7}"
702,Vivaan Nair,2024-C-55532006B,82,59,50,73,75,364,"{Maths:0.8,SESD:0.67,AIML:0.98,FSD:0.6,DVA:0.83}",
703,Anvi Gupta,2024-C-37872006B,89,72,85,54,80,416,"{Maths:0.77,SESD:0.92,AIML:0.71,FSD:0.71,DVA:0.98}","{Maths:7.6,SESD:6.6,AIML:16.3,FSD:10.1,DVA:18.7}"
704,Ayaan Kumar,2024-C-45512006B,68,74,44,48,89,373,"{Maths:0.68,SESD:0.68,AIML:0.76,FSD:0.7,DVA:0.56}","{Maths:9.6,SESD:5.5,AIML:12.1,FSD:10.7,DVA:17.4}"
705,Ishaan Kumar,2024-C-83482006B,53,68,61,70,45,339,"{Maths:0.9,SESD:0.81,AIML:0.88,FSD:0.8,DVA:0.76}","{Maths:6.3,SESD:17.1,AIML:9.9,FSD:15.7,DVA:14.1}"
706,Ananya Mishra,2024-A-54712006B,41,53,86,70,182,270,,"{Maths:16.0,SESD:7.9,AIML:9.4,FSD:12.2,DVA:14.2}"
707,Diya Mishra,2024-A-34722006B,81,200,65,54,51,297,"{Maths:0.99,SESD:0.75,AIML:0.83,FSD:0.7,DVA:0.63}","{Maths:6.3,SESD:7.6,AIML:12.4,FSD:15.1,DVA:8.4}"
708,Vivaan Sharma,2024-B-87992006B,97,62,94,95,74,443,"{Maths:0.98,SESD:0.66,AIML:0.74,FSD:0.84,DVA:0.84}","{Maths:19.5,SESD:12.7,AIML:11.3,FSD:15.2,DVA:15.1}"
709,Arjun Sharma,2024-A-68962006B,99,54,79,82,74,398,"{Maths:0.54,SESD:0.56,AIML:0.85,FSD:0.56,DVA:0.71}","{Maths:13.6,SESD:14.7,AIML:16.3,FSD:6.8,DVA:5.8}"
710,Anvi Verma,2024-A-36552006B,80,65,165,98,57,324,"{Maths:0.6,SESD:0.64,AIML:0.78,FSD:0.88,DVA:0.8}","{Maths:9.1,SESD:10.1,AIML:12.1,FSD:19.9,DVA:7.7}"
711,Riya Mishra,2024A10042006B,63,61,69,67,68,342,,
712,Ananya Patel,2024-C-76142006B,91,84,81,88,43,413,"{Maths:0.74,SESD:0.67,AIML:0.71,FSD:0.76,DVA:0.88}",
713,Aditya Kapoor,2024-A-56672006B,80,80,80,56,74,415,"{Maths:0.54,SESD:0.64,AIML:0.68,FSD:0.75,DVA:0.53}","{Maths:6.3,SESD:13.4,AIML:5.1,FSD:15.8,DVA:8.5}"
714,Prisha Nair,2024-C-31092006B,82,67,83,65,,302,"{Maths:0.75,SESD:0.51,AIML:0.57,FSD:0.72,DVA:0.87}","{Maths:5.2,SESD:12.7,AIML:15.0,FSD:7.6,DVA:17.9}"
715,Reyansh Sharma,2024-A-13682006B,74,53,72,98,85,410,"{Maths:0.9,SESD:0.69,AIML:0.57,FSD:0.82,DVA:0.82}","{Maths:5.4,SESD:16.3,AIML:13.1,FSD:11.7,DVA:10.5}"
716,Krishna Kumar,2024-B-62572006B,160,49,41,42,93,237,"{Maths:0.58,SESD:0.85,AIML:0.55,FSD:0.86,DVA:0.9}","{Maths:19.1,SESD:18.0,AIML:19.0,FSD:8.5,DVA:12.6}"
717,Riya Sharma,2024-B-19092006B,46,60,,71,99,297,"{Maths:0.86,SESD:0.57,AIML:0.75,FSD:0.64,DVA:0.58}","{Maths:9.0,SESD:19.8,AIML:19.8,FSD:18.4,DVA:7.4}"
718,Aarav Patel,2024-B-60452006B,77,87,97,-4,98,397,"{Maths:0.76,SESD:0.83,AIML:0.92,FSD:0.53,DVA:0.63}","{Maths:13.9,SESD:18.7,AIML:5.7,FSD:14.1,DVA:7.5}"
719,Krishna Sharma,2024-C-10302006B,61,85,80,49,54,360,"{Maths:1.0,SESD:1.0,AIML:0.59,FSD:0.9,DVA:0.9}","{Maths:5.7,SESD:6.3,AIML:12.6,FSD:14.8,DVA:8.1}"
720,Prisha Patel,2024-A-37592006B,94,54,76,97,72,424,"{Maths:0.66,SESD:0.71,AIML:0.59,FSD:0.92,DVA:0.96}","{Maths:10.4,SESD:6.0,AIML:12.5,FSD:17.5,DVA:11.6}"
721,Vivaan Nair,2024-B-13302006B,55,45,89,41,68,310,"{Maths:0.76,SESD:0.69,AIML:0.5,FSD:0.78,DVA:0.63}","{Maths:7.9,SESD:17.4,AIML:13.1,FSD:15.1,DVA:16.6}"
722,Pari Singh,2024-C-76452006B,51,99,78,45,58,341,"{Maths:0.64,SESD:0.92,AIML:0.63,FSD:0.7,DVA:0.63}","{Maths:12.2,SESD:9.5,AIML:12.1,FSD:7.8,DVA:12.3}"
723,Ira Singh,2024-A-72322006B,68,64,71,44,79,349,"{Maths:0.91,SESD:0.84,AIML:0.79,FSD:0.62,DVA:0.72}","{Maths:10.5,SESD:9.0,AIML:12.4,FSD:6.9,DVA:10.0}"
724,Sai Singh,2024-C-58222006B,96,98,66,,41,346,"{Maths:0.73,SESD:0.81,AIML:0.58,FSD:0.93,DVA:0.58}","{Maths:5.2,SESD:13.0,AIML:14.7,FSD:11.1,DVA:10.1}"
